CustomerID,Profitiblity,Tenure,TakenFreeDelivery,CityTier,HighestSaving,PreferredPaymentMode,Gender,Age,FootfallInDiscountPeriod,TakenProdFromPromo,SatisfactionScore,MembershipCard,SavingPercent,Complain,AvgSaving,LastMonthCouponUsed,VisitInLastMonth,AvgNumberOfProduct,AvgBillAmount
900000085,400.6344,1.5023790000000001,1,3,240.38064,E wallet,Male,36,1,0,2,Gold,1.6666666669999999,0,120.19032,1,0.6967554779999999,15.44201113,7211.4192
900000086,494.694,0.945275159,1,1,296.8164,Debit Card,Female,65,1,0,3,Diamond,3.8461538460000004,0,247.347,1,5.3771086960000005,12.08838722,6431.022
900000087,439.0011,1.6993590969999999,1,1,263.40066,Credit Card,Female,57,0,1,5,Gold,0.7142857140000001,1,43.90011,4,0.7674844409999999,14.73864604,6146.0154
900000088,215.3232,1.27494,1,1,193.79088000000002,Credit Card,Male,53,1,0,3,Gold,0.7142857140000001,0,21.532320000000002,0,0.48496216200000003,12.35460984,3014.5248
900000089,244.0845,1.0,1,1,195.2676,Debit Card,Male,64,1,1,2,Diamond,1.6,0,97.6338,1,2.346966346,12.76592573,6102.1125
900000092,148.7241,0.772592727,0,3,118.97928,Debit Card,Male,71,0,0,2,Diamond,1.5384615380000002,0,29.74482,6,0.279032083,4.77386,1933.4133
900000094,371.4312,0.703024353,1,3,222.85872,COD,Female,50,0,0,4,Diamond,2.5,1,148.57248,6,0.8181303959999999,10.00488081,5942.8992
900000095,294.27299999999997,1.0,1,1,147.1365,Debit Card,Male,25,1,1,3,Silver,1.428571429,0,58.8546,1,3.821727273,6.764896552000001,4119.822
900000096,149.9796,1.0,1,3,119.98368,Credit Card,Male,31,0,0,4,Diamond,0.47619047600000003,0,14.99796,0,0.23145,9.99864,3149.5716
900000097,745.1189999999999,6.0826040820000005,1,1,596.0952,Credit Card,Male,46,0,0,2,Diamond,0.41666666700000005,0,74.5119,1,2.719412409,34.45636994,17882.856
900000098,344.4,3.766875,0,1,241.08,Debit Card,Male,22,1,0,5,Gold,2.105263158,0,137.76,1,0.753610503,12.34641509,6543.6
900000101,53.7135,1.0,1,1,48.34215,Credit Card,Male,80,1,0,5,Silver,0.869565217,1,10.7427,4,0.078413869,2.547238144,1235.4105
900000102,51.5547,1.0,0,1,41.243759999999995,Debit Card,Male,33,1,0,4,Diamond,0.9523809520000001,1,10.310939999999999,5,0.133216279,1.23872849,1082.6487
900000108,397.452,4.355638356,1,3,317.9616,Credit Card,Female,50,1,0,5,Gold,1.363636364,1,119.2356,0,0.587946746,9.880162712,8743.944
900000110,214.9728,1.0,1,1,107.4864,Debit Card,Male,43,1,0,4,Gold,0.8,0,42.99456,1,0.37321666700000006,6.107181818,5374.32
900000113,98.7324,0.809281967,0,3,98.7324,Debit Card,Male,40,1,0,2,Silver,2.631578947,0,49.3662,0,0.181827624,2.494568617,1875.9156
900000114,198.498,1.0,1,1,178.6482,COD,Male,56,1,0,2,Diamond,2.0,1,39.6996,1,6.6166,2.51581749,1984.98
900000116,48.6345,1.0,1,1,38.9076,Debit Card,Female,73,1,1,2,Silver,3.333333333,0,24.31725,1,0.16770517199999999,0.834688215,729.5175
900000117,146.8449,0.716316585,0,1,117.47592,Debit Card,Male,75,1,1,3,Gold,2.5,1,73.42245,0,0.29846524399999996,3.3680022939999996,2936.8979999999997
900000118,397.788,1.57852381,1,1,397.788,Debit Card,Male,77,1,0,2,Gold,2.222222222,0,159.1152,0,3.459026087,9.132887755,7160.184
900000119,292.2714,0.525667986,1,1,146.1357,Credit Card,Male,50,1,1,4,Gold,1.8181818180000002,1,116.90856000000001,1,0.47992019700000005,17.05562546,6429.9708
900000120,244.965,1.0,1,1,171.4755,Debit Card,Female,72,1,1,2,Silver,1.764705882,0,73.4895,0,1.53103125,7.53056962,4164.405
900000122,49.3455,1.0,1,1,34.54185,COD,Male,76,1,0,4,Silver,0.4,0,4.93455,6,0.10634806,3.867202194,1233.6375
900000123,97.6734,1.0,0,3,87.90606,E wallet,Female,18,1,1,4,Gold,2.5,0,48.8367,0,1.162778571,2.527125485,1953.4679999999998
900000125,438.2802,0.91308375,0,1,350.62416,Credit Card,Male,80,1,1,2,Diamond,1.363636364,1,131.48406,0,1.159471429,18.94334853,9642.1644
900000126,364.4025,1.309230539,0,3,218.6415,E wallet,Female,49,1,0,4,Diamond,0.4,0,36.44025,2,6.5071875,20.94267241,9110.0625
900000127,96.852,1.0,1,1,48.426,Debit Card,Male,64,1,1,3,Silver,2.083333333,0,48.426,0,0.21522666699999998,3.086916335,2324.448
900000128,252.03,1.0,1,3,201.62400000000002,E wallet,Male,58,1,0,4,Diamond,1.2,0,75.609,3,0.489378641,14.51785714,6300.75
900000129,294.6384,1.0,0,1,176.78304,Debit Card,Male,50,1,1,2,Diamond,1.052631579,0,58.92768,0,9.82128,5.603733332999999,5598.1296
900000130,49.6446,1.0,1,1,29.786759999999997,Credit Card,Male,27,0,0,4,Gold,0.9090909090000001,0,9.92892,0,0.149082883,1.161894894,1092.1812
900000131,369.6315,0.743725352,1,3,369.6315,Debit Card,Male,60,1,0,4,Silver,2.0,0,73.9263,1,5.063445205,6.383963731000001,3696.315
900000132,96.72,1.0,1,3,58.032,Credit Card,Female,37,0,1,3,Silver,2.352941176,0,38.688,1,0.241197007,2.4251327430000003,1644.24
900000133,496.983,3.451270833,1,1,496.983,Credit Card,Male,42,1,0,5,Silver,0.666666667,0,49.6983,0,0.764589231,16.90418367,7454.745
900000134,100.1574,0.764560305,1,3,100.1574,COD,Male,53,1,0,2,Diamond,2.3809523809999997,0,50.0787,3,0.279769274,3.4650830310000003,2103.3054
900000137,446.8068,0.8990076459999999,1,3,446.8068,Debit Card,Male,21,0,0,3,Diamond,0.5555555560000001,0,44.680679999999995,1,0.8228486190000001,8.799258643,8042.5224
900000138,412.9464,1.0259537890000001,1,1,330.35712,Debit Card,Female,50,0,0,4,Diamond,0.588235294,0,41.29464,1,1.9387154930000001,7.739899449,7020.0888
900000139,496.98,0.786360759,0,1,248.49,Debit Card,Male,50,0,0,3,Gold,1.363636364,1,149.094,1,0.8874642859999999,11.27171134,10933.56
900000140,445.0167,2.637136,1,1,356.01336000000003,COD,Male,55,1,1,2,Diamond,0.666666667,1,44.501670000000004,0,2.25896802,29.80022545,6675.2505
900000142,297.378,1.3994258819999998,0,1,237.9024,Debit Card,Male,68,1,0,5,Gold,1.2,0,89.2134,5,1.956434211,12.10822476,7434.45
900000144,154.6902,1.0,0,1,139.22118,Debit Card,Female,58,1,0,4,Diamond,1.6666666669999999,0,30.93804,2,0.500615534,3.675806733,1856.2824
900000145,212.4816,0.8068921520000001,1,1,191.23344,Credit Card,Male,49,1,0,5,Diamond,3.571428571,1,106.2408,11,0.5985397179999999,5.709678311,2974.7424
900000146,194.946,2.107524324,0,1,155.9568,Debit Card,Female,74,1,1,2,Silver,2.5,0,97.473,0,0.43514732100000003,6.630816327000001,3898.92
900000148,247.4115,1.0,1,1,148.4469,Credit Card,Male,44,0,0,4,Diamond,2.272727273,0,123.70575,7,1.183787081,11.19969753,5443.053000000001
900000150,99.1368,1.0,1,3,49.5684,COD,Female,18,0,0,4,Diamond,3.125,1,49.5684,6,0.22328108100000002,2.863156679,1586.1888
900000151,148.0302,1.0,1,3,88.81812,Debit Card,Male,75,1,0,3,Silver,1.428571429,1,29.606040000000004,1,1.14752093,3.635829474,2072.4228
900000152,351.8487,6.6386547170000005,1,3,351.8487,E wallet,Male,48,1,0,2,Gold,2.5,0,105.55461000000001,0,1.1064424529999999,5.093105428,4222.1844
900000155,49.7325,1.0,1,1,29.8395,Credit Card,Female,77,1,0,2,Diamond,0.869565217,0,9.9465,0,0.12654580199999999,1.3797919180000002,1143.8475
900000156,101.3658,1.0,0,1,81.09264,Debit Card,Female,42,0,0,3,Diamond,0.7692307690000001,0,10.13658,3,0.44072087,3.620207143,1317.7554
900000159,98.8092,1.0,0,3,49.4046,E wallet,Male,72,0,0,2,Silver,0.434782609,0,9.88092,1,1.7965309090000001,6.437993201,2272.6116
900000164,305.973,1.207788158,1,1,275.3757,Debit Card,Female,42,1,0,5,Diamond,0.7142857140000001,0,30.5973,1,0.636118503,7.917970425,4283.622
900000165,147.3273,1.0,1,1,73.66365,UPI,Male,22,1,0,2,Diamond,1.5,0,44.198190000000004,7,1.753896429,4.2214126069999995,2946.546
900000166,301.4226,1.0,1,3,150.7113,Credit Card,Male,47,0,0,2,Diamond,0.833333333,1,30.142259999999997,1,0.5353865010000001,7.205321116,3617.0712
900000169,149.5062,0.531840237,1,3,134.55558,E wallet,Female,29,0,0,3,Gold,1.3043478259999999,0,44.851859999999995,0,0.844667797,13.53796299,3438.6426
900000170,49.8642,1.0,1,3,44.87778,E wallet,Female,59,1,0,4,Diamond,1.25,0,14.95926,0,0.166214,5.439730909,1196.7408
900000173,501.42900000000003,1.197442388,1,1,401.1432,Credit Card,Female,23,1,0,2,Silver,3.333333333,1,250.7145,2,1.129344595,10.65359065,7521.435
900000174,252.40200000000002,1.193793243,1,3,176.6814,E wallet,Female,58,0,0,4,Gold,2.5,1,75.7206,0,1.196218009,7.280826922999999,3028.824
900000175,453.8565,1.309201442,1,1,272.3139,COD,Male,22,1,0,4,Silver,0.833333333,0,90.7713,0,1.0857811000000002,16.45401208,10892.556
900000176,439.8408,0.802954807,1,1,395.85672,Debit Card,Male,38,1,1,2,Gold,2.727272727,0,131.95224,1,2.084553555,7.607309433999999,4838.2488
900000179,52.7976,1.0,1,1,42.23808,Debit Card,Female,20,1,0,2,Silver,0.666666667,0,5.27976,0,0.07927567599999999,1.950650246,791.9639999999999
900000180,444.5523,2.033899412,0,3,311.18661000000003,Debit Card,Male,30,1,0,3,Diamond,1.2,0,133.36569,1,0.795263506,11.49307911,11113.8075
900000181,97.6176,1.176115663,1,2,97.6176,COD,Male,70,1,1,3,Gold,0.526315789,1,9.76176,1,0.602577778,2.065405791,1854.7344
900000182,194.84400000000002,0.671875862,1,1,194.84400000000002,Credit Card,Female,79,1,1,4,Diamond,1.5,0,58.4532,0,0.401740206,4.2822857139999995,3896.88
900000183,414.0096,0.782791261,1,3,372.60864,Credit Card,Female,38,1,0,3,Diamond,5.0,0,207.0048,0,0.623508434,7.125810671,4140.096
900000186,247.94400000000002,1.318851064,1,3,247.94400000000002,Debit Card,Male,52,1,0,3,Diamond,1.6,0,99.1776,2,0.358819103,10.331,6198.6
900000187,650.4459,4.5531213,1,1,455.31212999999997,UPI,Male,52,0,0,2,Silver,2.777777778,0,325.22295,0,0.953732991,22.91198865,11708.0262
900000189,349.9713,5.146636765,0,3,349.9713,Credit Card,Female,59,1,0,2,Silver,2.0,0,139.98852,1,0.8082478059999999,16.82554327,6999.4259999999995
900000190,254.5485,0.625206842,0,3,178.18395,Credit Card,Male,48,0,0,2,Diamond,0.526315789,0,25.45485,0,0.7051204990000001,10.26841083,4836.4215
900000191,400.212,1.1369659090000002,1,1,400.212,Credit Card,Male,23,1,0,3,Diamond,0.588235294,0,40.0212,1,2.77925,34.01802,6803.604
900000192,243.3195,1.226821008,1,1,145.9917,Debit Card,Female,21,1,1,3,Diamond,1.428571429,1,72.99585,0,3.631634328,11.50835473,5109.7095
900000194,97.7106,0.58238106,1,3,87.93954000000001,E wallet,Female,77,1,1,3,Silver,1.5,1,29.31318,1,0.14782239,5.833468657,1954.2120000000002
900000195,490.356,6.286615385,1,1,490.356,Credit Card,Female,22,1,1,5,Diamond,2.666666667,0,196.1424,1,0.76142236,8.71485782,7355.34
900000196,446.1966,1.551988174,0,1,356.95727999999997,Credit Card,Female,69,1,0,3,Diamond,1.3043478259999999,0,133.85898,0,1.9150068669999998,50.80456337,10262.5218
900000197,254.0325,0.8168247590000001,0,3,254.0325,E wallet,Male,78,1,0,4,Silver,2.631578947,0,127.01625,7,0.37248167200000004,7.046156934,4826.6175
900000198,306.8928,2.1312,1,1,306.8928,COD,Male,56,0,0,2,Silver,3.6363636360000005,0,122.75712,0,0.48253584899999996,4.885413603,3375.8208
900000199,199.65599999999998,0.880835294,1,3,119.7936,E wallet,Male,27,0,0,3,Diamond,2.173913043,1,99.82799999999999,1,1.815054545,8.648,4592.088
900000201,390.5184,2.240679344,1,3,273.36287999999996,Debit Card,Female,39,1,1,4,Silver,0.833333333,0,78.10368000000001,0,0.854526039,21.84718322,9372.4416
900000204,98.2896,1.0,1,1,58.97376,Credit Card,Male,71,1,1,4,Gold,2.173913043,0,49.1448,0,0.197368675,4.051363441,2260.6608
900000206,148.05,0.5105172410000001,1,1,118.44,UPI,Male,55,0,0,3,Silver,0.588235294,0,14.805,1,0.259281961,5.11554878,2516.85
900000211,394.224,1.0,1,3,236.5344,E wallet,Female,24,1,0,3,Gold,2.777777778,1,197.112,0,1.139375723,7.33061157,7096.031999999999
900000212,194.9712,2.249667692,1,3,175.47408000000001,COD,Male,34,1,1,4,Diamond,1.0,0,38.994240000000005,1,0.3899424,5.1648,3899.4240000000004
900000215,201.1152,1.0,1,3,120.66911999999999,Credit Card,Male,47,0,0,3,Diamond,0.7142857140000001,0,20.111520000000002,9,0.8521830509999999,2.970055696,2815.6128
900000216,194.74200000000002,1.0,0,1,97.37100000000001,COD,Male,61,1,1,2,Silver,0.7692307690000001,1,19.4742,1,0.384106509,3.723008824,2531.646
900000217,293.4612,0.526387803,1,1,234.76896000000002,Debit Card,Female,46,1,1,5,Gold,2.777777778,0,146.7306,3,1.417686957,23.16798947,5282.3016
900000219,195.0912,0.601308493,1,1,175.58208,Debit Card,Female,40,1,1,5,Gold,1.739130435,0,78.03648000000001,1,0.41775417600000003,5.229717483,4487.0976
900000220,49.2591,1.0,1,1,49.2591,Debit Card,Male,63,1,0,4,Silver,0.8,1,9.85182,0,0.128613838,1.409013158,1231.4775
900000222,196.1376,1.0,1,1,98.0688,Credit Card,Female,49,0,0,3,Diamond,1.6666666669999999,0,58.841280000000005,1,0.297629135,3.613589355,3530.4768
900000223,53.8218,1.0,1,1,26.9109,Credit Card,Male,61,1,0,5,Diamond,2.0,0,26.9109,1,0.162603625,1.905871105,1345.545
900000225,443.6262,1.0316888370000001,1,1,221.8131,Credit Card,Female,50,1,0,5,Diamond,1.5384615380000002,0,88.72524,3,1.4936909090000001,14.06619659,5767.1406
900000226,340.7418,0.785571873,0,1,272.59344,Credit Card,Male,72,1,1,2,Diamond,1.25,0,102.22254000000001,0,1.62258,34.79916255,8177.8032
900000227,394.8528,0.8478434359999999,1,1,276.39696000000004,UPI,Female,55,1,0,3,Gold,2.142857143,1,118.45584,0,0.804180855,8.069984234,5527.9392
900000228,246.7305,1.09310981,1,3,172.71135,Debit Card,Female,18,0,0,2,Silver,3.076923077,1,98.6922,0,1.163823113,5.492288527,3207.4965
900000229,345.3429,0.7400205,0,1,310.80861,Credit Card,Female,54,1,0,3,Diamond,2.5,1,172.67145,3,3.111197297,26.46305747,6906.858
900000231,430.0728,3.6863382860000002,0,1,387.06552,Debit Card,Male,25,1,0,3,Gold,1.052631579,1,86.01456,0,0.61792069,8.674504459,8171.3832
900000233,299.8386,0.6956812059999999,1,3,299.8386,COD,Female,57,1,0,3,Silver,2.083333333,0,149.9193,3,0.6940708329999999,25.88534676,7196.1264
900000234,252.588,0.661225131,1,3,252.588,E wallet,Male,47,1,0,5,Diamond,1.5789473680000001,0,75.7764,1,0.619088235,18.96905929,4799.1720000000005
900000235,49.3674,1.0,1,1,29.620440000000002,Credit Card,Male,40,1,0,5,Gold,1.875,0,14.810220000000001,0,0.08106305400000001,0.947096403,789.8784
900000236,49.2093,1.0,1,1,29.525579999999998,Credit Card,Male,26,1,1,5,Diamond,2.631578947,0,24.60465,1,0.07665,3.3392025000000003,934.9767
900000237,100.7814,0.5598966670000001,1,1,80.62512,Credit Card,Male,76,0,0,3,Diamond,0.434782609,1,10.07814,0,0.625971429,7.335355063,2317.9722
900000238,292.7772,1.4075826919999999,1,1,292.7772,Debit Card,Male,47,1,1,2,Diamond,2.666666667,0,117.11088000000001,1,1.307041071,5.740729412,4391.657999999999
900000240,98.7336,0.608631781,0,1,88.86024,Debit Card,Female,41,1,0,3,Gold,1.5,0,29.620079999999998,1,0.301017073,3.79015739,1974.672
900000241,199.3092,0.629397474,1,1,119.58551999999999,Debit Card,Female,47,0,0,2,Silver,1.904761905,0,79.72368,0,0.38108833700000005,4.740082899,4185.4932
900000243,494.43,1.6728834590000001,1,1,444.98699999999997,Credit Card,Female,27,1,0,3,Gold,2.352941176,0,197.77200000000002,0,2.299674419,22.061181100000002,8405.31
900000245,391.6848,1.023057313,1,3,274.17936000000003,COD,Female,38,1,1,4,Silver,2.142857143,1,117.50544,1,1.2926891090000001,7.958762264,5483.5872
900000246,146.1159,1.352925,0,3,146.1159,E wallet,Female,44,0,1,3,Gold,0.9523809520000001,0,29.22318,1,0.294588508,6.50091928,3068.4339
900000247,291.0636,0.697994245,0,1,291.0636,Debit Card,Male,29,1,1,2,Diamond,5.0,1,145.5318,1,1.003667586,4.26154612,2910.636
900000248,106.8246,0.981042245,1,3,96.14214,Debit Card,Female,70,1,0,3,Diamond,1.764705882,0,32.04738,0,0.23426447399999997,5.9347,1816.0182
900000249,48.8658,0.81443,1,1,34.20606,Debit Card,Female,25,1,1,2,Gold,3.6363636360000005,0,19.54632,1,0.071129258,0.7496845190000001,537.5238
900000252,487.63800000000003,3.386375,1,1,487.63800000000003,COD,Female,19,0,1,4,Diamond,0.833333333,0,48.7638,0,15.2386875,6.020222222,5851.656
900000253,292.6152,1.635737143,1,2,263.35368,COD,Male,79,0,1,2,Silver,3.076923077,0,117.04608,1,1.152028346,7.031418854,3803.9976
900000254,101.0472,1.0,0,3,101.0472,UPI,Female,50,1,0,5,Diamond,3.333333333,0,40.41888,2,0.944366355,1.229783367,1212.5664
900000255,313.4124,0.62215861,1,3,250.72992000000002,E wallet,Male,80,0,0,2,Gold,1.428571429,0,94.02372,0,4.2933205480000005,18.53988845,6581.6604
900000256,212.4552,1.0,1,1,169.96416000000002,Debit Card,Male,26,0,0,3,Diamond,1.2,0,63.73656,11,0.457877586,5.901533333,5311.38
900000257,487.69199999999995,1.612204959,0,1,390.1536,Credit Card,Female,60,1,1,2,Silver,1.6,0,195.0768,5,1.332491803,51.66228814,12192.3
900000259,49.521,1.0,1,1,29.7126,Credit Card,Female,69,1,0,2,Gold,2.857142857,0,19.8084,0,0.11004666699999999,1.372859406,693.294
900000260,106.7166,1.7786099999999998,1,1,64.02996,Debit Card,Male,62,1,0,3,Diamond,0.833333333,0,10.671660000000001,0,0.289204878,1.786051883,1280.5992
900000264,507.213,1.124363793,1,3,456.4917,E wallet,Female,55,0,0,2,Diamond,2.5,1,152.1639,1,6.261888889,18.27794595,6086.556
900000265,51.1944,1.0,1,1,35.836079999999995,Debit Card,Male,51,1,0,4,Gold,0.625,0,5.11944,1,0.203961753,1.796294737,819.1104
900000268,146.6847,1.0,1,3,117.34776000000001,E wallet,Male,41,1,1,4,Silver,1.052631579,0,29.336940000000002,1,0.44857706399999997,3.876229903,2787.0093
900000269,251.44799999999998,0.8111225809999999,1,1,251.44799999999998,Debit Card,Male,30,1,0,3,Diamond,1.052631579,1,50.2896,0,0.5714727270000001,12.06442424,4777.512
900000270,101.8944,1.0,0,1,50.9472,Debit Card,Male,76,1,0,3,Diamond,2.631578947,0,50.9472,1,0.231053061,2.050840678,1935.9936
900000271,101.97,1.0,0,2,91.773,UPI,Female,60,1,0,5,Gold,2.0,1,50.985,1,0.149516129,5.322025052,2549.25
900000272,437.6511,2.9176740000000003,0,1,262.59066,UPI,Male,71,1,1,3,Diamond,0.7692307690000001,0,43.76511,2,0.694684286,6.245295608999999,5689.4643
900000273,101.988,1.0,0,3,81.5904,Credit Card,Male,28,1,0,2,Silver,2.0,0,30.5964,1,0.45328,1.5546951219999998,1529.82
900000275,295.2918,1.194822312,1,3,206.70426,E wallet,Female,27,1,0,2,Diamond,2.631578947,0,147.6459,4,0.42795913,9.623574957,5610.5442
900000277,49.869,1.0,0,3,39.8952,Debit Card,Male,53,1,0,2,Silver,0.833333333,0,4.9869,0,1.55840625,0.740628713,598.428
